PQ,K,Quantization_time,Total_time
1, 100,  14.036865, 154.647949
1, 100,  13.978027, 154.974121
1, 100,  15.274170, 155.063965
1, 100,  14.906006, 154.987061
1, 100,  14.378174, 155.165039
1, 100,  14.337158, 155.208008
1, 100,  15.406006, 155.314941
1, 100,  15.281006, 155.594971
1, 100,  15.423096, 156.000000
1, 100,  15.117920, 156.281006
1, 100,  15.129883, 156.323975
1, 100,  14.014893, 156.229980
1, 100,  13.955078, 156.477051
1, 100,  14.307129, 156.777100
1, 100,  15.119141, 156.736084
1, 100,  15.307129, 156.928955
1, 100,  14.427002, 156.952881
1, 100,  14.366943, 157.195068
1, 100,  15.165039, 157.281006
1, 100,  15.349121, 157.600098
1, 100,  15.351074, 157.541016
1, 100,  15.271240, 157.507080
1, 100,  14.125977, 152.338135
1, 100,  15.276123, 157.737061
1, 100,  14.860107, 158.040039
1, 100,  15.258057, 158.207031
1, 100,  14.017822, 158.708008
1, 100,  15.367920, 159.296143
1, 100,  15.460938, 159.473145
1, 100,  15.120850, 159.573975
1, 100,  15.406006, 160.315918
1, 100,  15.377930, 160.272949
1, 100,  15.283936, 160.376953
1, 100,  13.935059, 161.462158
1, 100,  15.116943, 161.523926
1, 100,  15.305908, 161.526855
1, 100,  15.450928, 161.614014
1, 100,  15.318848, 162.177979
1, 100,  12.745850, 150.105957
1, 100,  15.281982, 164.841064
1, 100,  13.975098, 180.330078
1, 100,  13.964111, 181.431152
1, 100,  14.365967, 181.421143
1, 100,  14.291992, 181.872070
1, 100,  14.239990, 182.647949
1, 100,  14.311035, 183.062012
1, 100,  15.022949, 183.112793
1, 100,  14.376953, 183.736084
1, 100,  14.270996, 184.322021
1, 100,  15.082031, 185.346924
1, 100,  12.635986, 171.486816
1, 100,  14.343018, 185.561035
1, 100,  12.745117, 171.556152
1, 100,  12.646973, 171.817139
1, 100,  12.739014, 171.816895
1, 100,  15.048096, 186.614014
1, 100,  14.850098, 187.799072
1, 100,  13.125000, 174.369873
1, 100,  12.816895, 174.898926
1, 100,  13.199219, 175.232178
1, 100,  14.757080, 189.667969
1, 100,  30.278076, 189.789062
1, 100,  14.252930, 190.304932
1, 100,  49.988037, 177.512939
1, 100,  15.125000, 191.705078
1, 100,  13.145996, 179.228027
1, 100,  12.734131, 179.516113
1, 100,  12.742920, 179.962891
1, 100,  13.102051, 180.082031
1, 100,  13.141846, 180.971924
1, 100,  12.614014, 181.268066
1, 100,  12.641846, 181.385010
1, 100,  12.745850, 181.820068
1, 100,  14.034912, 196.736084
1, 100,  13.106934, 184.063965
1, 100,  12.639160, 186.089111
1, 100,  36.841064, 191.254883
1, 100,  14.276123, 188.400146
1, 100,  12.699951, 181.876953
1, 100,  29.951904, 203.913086
1, 100,  14.044922, 204.969971
1, 100,  14.583984, 193.379883
1, 100,  13.120850, 193.854004
1, 100,  13.984131, 208.900146
1, 100,  30.019043, 209.434082
1, 100,  30.365967, 210.010010
1, 100,  30.389893, 210.353027
1, 100,  30.416992, 210.579102
1, 100,  31.094971, 211.035889
1, 100,  30.391113, 211.640137
1, 100,  30.386963, 213.561035
1, 100,  14.278076, 200.102051
1, 100,  29.967041, 214.232910
1, 100,  30.341064, 214.499023
1, 100,  30.841064, 214.687988
1, 100,  30.287842, 218.001953
1, 100,  31.166992, 218.966797
1, 100,  31.170166, 219.034180
1, 100,  38.365967, 219.862061
1, 100,  31.074951, 220.746094
1, 100,  31.005859, 221.985840
1, 100,  30.015869, 222.122803
1, 100,  14.583984, 212.433105
1, 100,  31.008057, 227.890137
1, 100,  31.058105, 228.385010
1, 100,  30.377930, 229.591064
1, 100,  30.430176, 229.712158
1, 100,  14.100098, 231.550049
1, 100,  30.384033, 231.675049
1, 100,  14.016846, 219.825928
1, 100,  37.836914, 238.658936
1, 100,  24.845947, 224.899902
1, 100,  20.732910, 501.465088
1, 100,  20.665039, 602.573975
1, 100,  20.875977, 605.154053
1, 100,  20.958984, 630.548096
1, 100,  20.728027, 745.740967
1, 100,  29.557861, 805.877930
1, 100,  29.363037, 819.085938
1, 100,  29.645020, 826.980957
1, 100,  29.046875, 835.842041
1, 100,  32.908203, 838.467041
1, 100,  29.185059, 845.713135
1, 100,  32.760986, 847.036133
1, 100,  28.943848, 852.760010
1, 100,  29.878906, 854.483887
1, 100,  29.962891, 855.802979
1, 100,  29.814941, 858.230957
1, 100,  29.723145, 859.541992
1, 100,  29.615967, 860.654053
1, 100,  29.350098, 871.830078
1, 100,  29.568848, 872.926025
1, 100,  30.198975, 880.001953
1, 100,  29.583008, 896.322998
1, 100,  29.884033, 898.343018
1, 100,  34.572021, 899.871094
1, 100,  34.711182, 904.767090
1, 100,  35.481934, 916.977051
1, 100,  32.906006, 945.453125
1, 100,  33.062012, 952.114014
1, 100,  32.432129, 963.765137
1, 100,  32.916016, 965.645020
1, 100,  32.803955, 973.105957
1, 100,  32.609863, 978.231934
1, 100,  33.093018, 980.101074
1, 100,  33.161865, 983.577881
1, 100,  32.675049, 986.256104
1, 100,  35.262939, 986.639893
1, 100,  32.758057, 988.148193
1, 100,  32.824951, 989.223877
1, 100,  33.531982, 989.854004
1, 100,  33.031982, 993.034912
1, 100,  33.112061, 994.586182
1, 100,  32.989014, 994.854980
1, 100,  33.386963, 996.600098
1, 100,  33.001953, 996.738037
1, 100,  34.042969, 1001.601074
1, 100,  32.443848, 1001.551025
1, 100,  33.123047, 1002.042969
1, 100,  33.037109, 1002.208984
1, 100,  32.431152, 1005.144043
1, 100,  32.849121, 1006.380127
1, 100,  32.333984, 1006.474121
1, 100,  34.042969, 1006.787109
1, 100,  32.417969, 1007.112061
1, 100,  32.590820, 1008.047852
1, 100,  32.837158, 1011.317139
1, 100,  32.958008, 1013.265869
1, 100,  32.708008, 1014.209229
1, 100,  33.335205, 1015.183105
1, 100,  33.542969, 1019.481934
1, 100,  35.078857, 1022.973877
1, 100,  35.011963, 1024.060059
1, 100,  35.072021, 1027.843018
1, 100,  33.000000, 1028.500000
1, 100,  34.860840, 1030.989990
1, 100,  35.498047, 1031.563965
1, 100,  32.949951, 1034.327148
1, 100,  33.450928, 1035.123779
1, 100,  34.964844, 1036.437012
1, 100,  35.294189, 1036.556152
1, 100,  32.629883, 1038.450928
1, 100,  33.011963, 1041.300049
1, 100,  35.367920, 1042.008057
1, 100,  35.230957, 1043.028076
1, 100,  34.788818, 1043.491943
1, 100,  35.390137, 1046.564941
1, 100,  35.324951, 1046.891846
1, 100,  34.713135, 1049.068115
1, 100,  35.041992, 1050.116943
1, 100,  32.901855, 1051.376953
1, 100,  34.972168, 1052.663086
1, 100,  32.646973, 1053.347900
1, 100,  34.828125, 1064.899170
1, 100,  32.356934, 1072.605957
1, 100,  33.472168, 1074.431152
1, 100,  34.740967, 1075.864990
1, 100,  34.343018, 1078.153076
1, 100,  32.482178, 1083.606201
1, 100,  33.551025, 1084.281006
1, 100,  32.834961, 1084.981934
1, 100,  47.286865, 1076.247070
1, 100,  33.172852, 1091.817871
1, 100,  32.566895, 1092.901123
1, 100,  33.221191, 1093.940186
1, 100,  35.111084, 1094.696045
1, 100,  35.011963, 1095.874023
1, 100,  35.056152, 1096.437012
1, 100,  33.500000, 1101.762939
1, 100,  33.327148, 1104.346191
1, 100,  32.886963, 1105.659912
1, 100,  32.574219, 1109.830078
1, 100,  32.755127, 1109.989990
1, 100,  33.564941, 1110.095947
1, 100,  34.833984, 1113.158936
1, 100,  33.608887, 1114.145020
1, 100,  32.590088, 1118.375977
1, 100,  33.220215, 1119.112061
1, 100,  33.174805, 1119.739014
1, 100,  63.880127, 1119.653076
1, 100,  32.643066, 1126.281982
1, 100,  35.440918, 1126.801025
1, 100,  33.054932, 1127.761963
1, 100,  34.425049, 1129.694092
1, 100,  32.858887, 1131.098877
1, 100,  64.722900, 1131.062988
1, 100,  63.929932, 1135.181885
1, 100,  47.018066, 1122.927002
1, 100,  33.102051, 1141.049072
1, 100,  32.767822, 1150.731934
1, 100,  63.678955, 1152.202881
1, 100,  35.125000, 1159.875977
1, 100,  64.975830, 1159.814941
1, 100,  35.169922, 1160.729980
1, 100,  32.700195, 1173.627197
1, 100,  63.230957, 1174.073975
1, 100,  34.135010, 1174.686035
1, 100,  34.859131, 1176.340088
1, 100,  34.843018, 1177.808105
1, 100,  35.017090, 1178.062012
1, 100,  32.499023, 1182.165039
1, 100,  65.429932, 1183.760010
1, 100,  34.236816, 1184.033936
1, 100,  47.304932, 1177.098145
1, 100,  64.980957, 1191.378906
1, 100,  32.873047, 1192.641113
1, 100,  35.406006, 1193.400879
1, 100,  32.815918, 1194.602051
1, 100,  47.617920, 1194.811035
1, 100,  63.069092, 1197.582031
1, 100,  32.917236, 1198.820068
1, 100,  64.981934, 1206.079834
1, 100,  51.081055, 1193.291992
1, 100,  63.884033, 1209.942871
1, 100,  33.144775, 1210.654785
1, 100,  79.612061, 1215.820068
1, 100,  63.582031, 1217.431152
1, 100,  63.552979, 1219.239990
1, 100,  43.185059, 1206.285889
1, 100,  34.901855, 1223.130859
1, 100,  63.158203, 1223.312988
1, 100,  63.437012, 1223.943848
1, 100,  64.921875, 1223.837891
1, 100,  64.620850, 1211.437012
1, 100,  47.500000, 1213.478027
1, 100,  65.453125, 1213.803955
1, 100,  46.990967, 1216.603027
1, 100,  34.932129, 1230.683105
1, 100,  47.199951, 1218.280029
1, 100,  64.662842, 1233.224854
1, 100,  32.567139, 1238.717041
1, 100,  32.843994, 1239.045166
1, 100,  64.467041, 1226.574951
1, 100,  34.427002, 1242.182129
1, 100,  63.463867, 1247.252930
1, 100,  47.075928, 1234.831055
1, 100,  47.007080, 1235.780029
1, 100,  79.407959, 1240.948975
1, 100,  64.784912, 1237.958984
1, 100,  65.246094, 1239.658936
1, 100,  63.375000, 1263.023193
1, 100,  33.043945, 1264.704834
1, 100,  47.535889, 1253.757080
1, 100,  64.458984, 1256.277832
1, 100,  64.515137, 1271.278076
1, 100,  47.261963, 1259.986084
1, 100,  32.442139, 1276.653076
1, 100,  35.282959, 1276.755859
1, 100,  64.729980, 1281.031006
1, 100,  65.063965, 1270.899902
1, 100,  64.677979, 1272.278076
1, 100,  33.207031, 1287.059082
1, 100,  64.907959, 1275.646973
1, 100,  64.879150, 1292.002197
1, 100,  78.154053, 1277.029053
1, 100,  47.357910, 1299.546875
1, 100,  64.714111, 1300.645020
1, 100,  64.655029, 1304.606934
1, 100,  65.438965, 1304.718994
1, 100,  32.816162, 1328.409180
1, 100,  64.916992, 1333.309814
1, 100,  65.179932, 1320.500000
1, 100,  64.476807, 1334.983887
1, 100,  64.648926, 1350.582031
1, 100,  20.776855, 3615.348877
1, 100,  29.531006, 5172.640137
1, 100,  29.513184, 5456.216064
1, 100,  29.622803, 5493.972900
1, 100,  29.477051, 5605.807129
1, 100,  20.876953, 5777.670898
1, 100,  29.688232, 5957.486084
1, 100,  29.133057, 5970.854004
1, 100,  29.449951, 6115.452881
1, 100,  29.697998, 6249.970947
1, 100,  29.643066, 6277.941162
1, 100,  30.118896, 6392.593994
1, 100,  20.892090, 6413.489990
1, 100,  29.407959, 6423.012939
1, 100,  29.798096, 6575.976074
1, 100,  29.924805, 6584.812012
1, 100,  29.531982, 6610.208984
1, 100,  28.787842, 6636.520996
1, 100,  29.864014, 6674.682129
1, 100,  94.226074, 7415.268066
1, 100,  20.918945, 7863.048096
1, 100,  45.692139, 8043.444092
1, 100,  45.996094, 8200.306152
1, 100,  56.550049, 8216.159180
1, 100,  91.193115, 8260.067139
1, 100,  46.448242, 8337.853027
1, 100,  46.407959, 8401.069092
1, 100,  33.064941, 8422.440918
1, 100,  46.498047, 8425.322998
1, 100,  46.340088, 8432.437012
1, 100,  46.476074, 8470.503906
1, 100,  46.333984, 8492.571045
1, 100,  59.529053, 8504.248047
1, 100,  45.743164, 8564.194092
1, 100,  45.844971, 8654.874023
1, 100,  46.250977, 8704.731934
1, 100,  45.986084, 8758.291016
1, 100,  73.602051, 8744.173096
1, 100,  46.193848, 8767.583008
1, 100,  46.023193, 8777.141113
1, 100,  46.100098, 8831.907959
1, 100,  47.664062, 8866.301025
1, 100,  46.516113, 8882.645996
1, 100,  46.954102, 8872.833008
1, 100,  46.272949, 8926.597900
1, 100,  65.312012, 8982.342041
1, 100,  46.387939, 9016.140869
1, 100,  47.986084, 9018.729004
1, 100,  45.815186, 9026.581055
1, 100,  46.363037, 9030.281006
1, 100,  46.736084, 9032.516113
1, 100,  46.239014, 9043.762939
1, 100,  44.069092, 9050.091064
1, 100,  172.552002, 9052.562012
1, 100,  46.191162, 9087.187988
1, 100,  132.823975, 9095.973145
1, 100,  46.995117, 9115.739014
1, 100,  48.191162, 9145.937988
1, 100,  46.843018, 9152.928955
1, 100,  45.666992, 9164.260010
1, 100,  46.448975, 9167.789062
1, 100,  44.385986, 9180.554932
1, 100,  46.105957, 9215.296143
1, 100,  45.847168, 9237.696045
1, 100,  45.310791, 9274.065918
1, 100,  32.773926, 9282.578125
1, 100,  47.355957, 9274.838135
1, 100,  43.647949, 9292.503906
1, 100,  46.145020, 9324.882080
1, 100,  46.716064, 9355.557129
1, 100,  45.989990, 9374.208008
1, 100,  45.675049, 9384.352051
1, 100,  46.101074, 9385.750977
1, 100,  106.383057, 9371.676025
1, 100,  47.672119, 9400.916016
1, 100,  46.516113, 9436.544189
1, 100,  43.902100, 9447.375977
1, 100,  64.633057, 9459.353027
1, 100,  94.272949, 9462.855957
1, 100,  47.911133, 9498.611084
1, 100,  20.632080, 9529.479980
1, 100,  46.041016, 9561.251953
1, 100,  43.802002, 9562.285156
1, 100,  68.497070, 9563.354004
1, 100,  123.431152, 9606.403076
1, 100,  48.126953, 9608.094971
1, 100,  48.052979, 9628.774170
1, 100,  46.387939, 9645.958008
1, 100,  56.933105, 9661.478027
1, 100,  62.251953, 9705.934082
1, 100,  129.315918, 9712.641846
1, 100,  47.608154, 9725.359131
1, 100,  81.491943, 9756.343994
1, 100,  44.332031, 9745.104980
1, 100,  47.701172, 9758.860107
1, 100,  45.972168, 9765.333008
1, 100,  45.500000, 9767.016846
1, 100,  47.854004, 9781.108154
1, 100,  46.269043, 9786.001953
1, 100,  47.405029, 9790.287109
1, 100,  45.819092, 9807.635986
1, 100,  48.019043, 9814.736084
1, 100,  46.687012, 9834.052002
1, 100,  47.802979, 9849.038086
1, 100,  32.481201, 9851.893066
1, 100,  45.605957, 9859.753906
1, 100,  47.739014, 9882.208008
1, 100,  60.090088, 9892.927002
1, 100,  59.846924, 9881.994873
1, 100,  45.984131, 9898.125000
1, 100,  48.415039, 9904.935059
1, 100,  45.924072, 9919.300049
1, 100,  91.294922, 9927.221924
1, 100,  120.093994, 9934.274902
1, 100,  51.859863, 9923.807861
1, 100,  43.736084, 9929.403076
1, 100,  45.989014, 9948.412109
1, 100,  47.567139, 9977.593018
1, 100,  101.371094, 9984.969238
1, 100,  51.597168, 9988.905029
1, 100,  47.776123, 10011.820068
1, 100,  48.016113, 10018.399170
1, 100,  47.246094, 10018.534180
1, 100,  89.533203, 10030.759033
1, 100,  45.743164, 10046.445068
1, 100,  90.854004, 10050.199951
1, 100,  107.219971, 10042.747070
1, 100,  48.351074, 10063.312012
1, 100,  47.873047, 10083.657959
1, 100,  48.100098, 10094.604004
1, 100,  64.279053, 10084.979980
1, 100,  46.457031, 10109.978027
1, 100,  73.396973, 10115.494873
1, 100,  46.760010, 10119.222168
1, 100,  45.793945, 10120.053955
1, 100,  124.926025, 10128.397949
1, 100,  44.013916, 10129.893066
1, 100,  64.186035, 10133.156982
1, 100,  112.149170, 10155.339111
1, 100,  57.119141, 10177.692139
1, 100,  48.042969, 10178.264160
1, 100,  102.641846, 10183.006836
1, 100,  48.322021, 10192.228027
1, 100,  46.633057, 10194.484863
1, 100,  65.010010, 10200.958984
1, 100,  45.975098, 10220.172119
1, 100,  110.482178, 10211.415039
1, 100,  47.777100, 10227.839111
1, 100,  45.801025, 10230.250000
1, 100,  145.182861, 10237.305908
1, 100,  45.966064, 10258.660156
1, 100,  63.628906, 10268.361816
1, 100,  47.649170, 10277.845215
1, 100,  48.204102, 10297.749023
1, 100,  45.598877, 10326.968994
1, 100,  45.897949, 10350.591064
1, 100,  47.940186, 10373.020020
1, 100,  59.861816, 10397.804932
1, 100,  47.358154, 10410.962158
1, 100,  148.494873, 10392.937988
1, 100,  65.101074, 10442.131104
1, 100,  47.738037, 10451.797119
1, 100,  33.180176, 10455.417969
1, 100,  57.380127, 10475.475098
1, 100,  87.299072, 10487.273926
1, 100,  47.261963, 10490.384033
1, 100,  45.623047, 10491.427979
1, 100,  79.416992, 10487.782959
1, 100,  116.822021, 10501.312012
1, 100,  45.716064, 10506.020020
1, 100,  46.835205, 10509.296143
1, 100,  46.394043, 10510.006836
1, 100,  34.330078, 10520.643066
1, 100,  102.618164, 10537.530029
1, 100,  89.400879, 10528.226807
1, 100,  46.369141, 10543.870117
1, 100,  58.310059, 10541.266846
1, 100,  196.515137, 10590.088135
1, 100,  79.245850, 10578.942871
1, 100,  75.616943, 10658.114990
1, 100,  48.071045, 10701.552979
1, 100,  46.127930, 10704.802002
1, 100,  57.517090, 10758.979980
1, 100,  62.805176, 10853.512207
1, 100,  43.889893, 10876.140869
1, 100,  64.733154, 10913.182129
1, 100,  43.931885, 10947.560059
1, 100,  64.996094, 10948.337158
1, 100,  88.515869, 10956.227051
1, 100,  73.711914, 11003.185059
1, 100,  78.548096, 11091.633057
1, 100,  100.974121, 11112.668945
1, 100,  8.194092, 40.659912
1, 100,  8.329102, 40.723877
1, 100,  8.230957, 40.964111
1, 100,  8.238037, 41.873047
1, 100,  8.243896, 41.895996
1, 100,  8.352051, 42.681885
1, 100,  9.256104, 43.306152
1, 100,  9.290039, 43.637939
1, 100,  9.275879, 45.876953
1, 100,  9.337891, 58.450928
1, 100,  12.021973, 61.669922
1, 100,  12.335938, 63.145020
1, 100,  12.219971, 63.276123
1, 100,  12.241943, 64.027832
1, 100,  12.104004, 64.426025
1, 100,  12.281982, 64.665039
1, 100,  12.230957, 64.718994
1, 100,  12.010010, 65.177979
1, 100,  12.111816, 65.406006
1, 100,  12.343018, 65.665039
1, 100,  12.313965, 65.864014
1, 100,  12.152100, 66.062988
1, 100,  13.413086, 66.113037
1, 100,  13.103027, 66.789062
1, 100,  13.497070, 66.841064
1, 100,  13.731934, 68.221924
1, 100,  13.530029, 68.635010
1, 100,  13.714111, 68.713135
1, 100,  13.333984, 68.919189
1, 100,  13.579102, 69.117920
1, 100,  13.730957, 69.851074
1, 100,  14.739014, 70.356934
1, 100,  9.364014, 70.430908
1, 100,  14.261963, 72.067871
1, 100,  12.229004, 77.059814
1, 100,  13.730957, 81.503906
1, 100,  13.083008, 81.554932
1, 100,  13.264160, 81.473145
1, 100,  12.143066, 81.665039
1, 100,  13.150146, 81.570068
1, 100,  13.722900, 81.902100
1, 100,  13.231934, 81.939941
1, 100,  13.704102, 82.022949
1, 100,  13.731934, 82.220947
1, 100,  13.137939, 82.144043
1, 100,  13.303955, 82.331055
1, 100,  13.731934, 82.501953
1, 100,  13.072998, 82.380127
1, 100,  10.494873, 82.429932
1, 100,  13.302979, 82.706055
1, 100,  13.730957, 83.179932
1, 100,  13.283936, 83.284912
1, 100,  14.749023, 83.590088
1, 100,  13.735107, 83.632080
1, 100,  13.407959, 83.674072
1, 100,  13.726074, 84.027100
1, 100,  13.283203, 83.803223
1, 100,  13.726074, 84.093994
1, 100,  13.615967, 83.912109
1, 100,  13.342041, 84.337891
1, 100,  13.336914, 84.797852
1, 100,  13.728027, 84.965088
1, 100,  14.600098, 85.107910
1, 100,  13.570068, 85.125977
1, 100,  13.515137, 85.224121
1, 100,  13.723145, 85.590088
1, 100,  14.739990, 85.596924
1, 100,  13.620117, 85.686035
1, 100,  13.372070, 85.707031
1, 100,  14.750977, 85.886963
1, 100,  14.747070, 85.915039
1, 100,  13.298828, 85.723877
1, 100,  13.373047, 85.965088
1, 100,  12.705078, 86.074951
1, 100,  14.004883, 86.460938
1, 100,  14.263916, 86.285889
1, 100,  14.747070, 86.550049
1, 100,  14.750977, 86.864990
1, 100,  14.208984, 86.928955
1, 100,  14.739014, 86.947998
1, 100,  14.005859, 87.072998
1, 100,  14.163086, 87.200928
1, 100,  14.740967, 87.362061
1, 100,  13.309082, 87.647949
1, 100,  13.614990, 87.426025
1, 100,  14.737061, 87.722900
1, 100,  12.595947, 82.026855
1, 100,  13.380127, 87.796143
1, 100,  14.706055, 87.979004
1, 100,  14.740967, 88.002930
1, 100,  14.726074, 88.043945
1, 100,  14.736084, 88.385986
1, 100,  13.687988, 88.437988
1, 100,  14.064941, 88.614014
1, 100,  12.163086, 78.904053
1, 100,  14.710938, 88.781982
1, 100,  14.715088, 88.789062
1, 100,  14.707031, 88.840088
1, 100,  14.691162, 88.689209
1, 100,  14.755859, 89.442871
1, 100,  14.568115, 89.518066
1, 100,  14.288818, 89.276855
1, 100,  14.554932, 89.585938
1, 100,  14.705078, 89.874023
1, 100,  14.743896, 89.935059
1, 100,  14.105957, 90.043945
1, 100,  14.740967, 90.332031
1, 100,  12.628906, 80.771973
1, 100,  12.303955, 81.040039
1, 100,  14.739990, 90.958008
1, 100,  14.707031, 91.089111
1, 100,  14.697021, 91.281006
1, 100,  13.289062, 92.917969
1, 100,  13.727051, 93.387939
1, 100,  11.801025, 79.835938
1, 100,  14.755859, 93.778076
1, 100,  13.408936, 94.117920
1, 100,  13.561035, 94.722900
1, 100,  14.531982, 96.312012
1, 100,  13.301025, 96.117188
1, 100,  13.290039, 96.341064
1, 100,  13.041992, 96.228027
1, 100,  13.030029, 96.699951
1, 100,  13.448975, 96.943115
1, 100,  13.726074, 96.950928
1, 100,  13.301025, 97.609131
1, 100,  13.454102, 97.937012
1, 100,  13.322021, 98.843994
1, 100,  13.511963, 108.819092
1, 100,  13.335938, 110.575928
1, 100,  13.518066, 111.641113
1, 100,  14.746094, 112.071045
1, 100,  13.458984, 112.327148
1, 100,  13.312988, 112.700928
1, 100,  13.542969, 99.404053
1, 100,  14.655029, 114.528076
1, 100,  14.269043, 114.549072
1, 100,  13.481934, 116.413086
1, 100,  30.168945, 116.841064
1, 100,  11.794922, 106.069824
1, 100,  13.377930, 106.990967
1, 100,  13.499023, 121.883057
1, 100,  13.521973, 122.442139
1, 100,  12.238037, 108.876953
1, 100,  11.742920, 109.677979
1, 100,  29.652832, 123.312012
1, 100,  11.790039, 109.821045
1, 100,  12.265869, 110.225098
1, 100,  12.280029, 111.042969
1, 100,  11.811035, 111.518799
1, 100,  30.118164, 126.405029
1, 100,  13.374023, 128.590820
1, 100,  13.882080, 115.415039
1, 100,  13.316895, 129.951904
1, 100,  11.729980, 117.315918
1, 100,  12.191162, 114.328125
1, 100,  29.620850, 132.906982
1, 100,  21.792969, 133.315918
1, 100,  30.187012, 134.581055
1, 100,  30.582031, 135.182861
1, 100,  11.626221, 122.428223
1, 100,  12.912109, 136.312988
1, 100,  13.370117, 123.501953
1, 100,  36.170898, 110.131836
1, 100,  36.208984, 122.437012
1, 100,  13.513916, 140.760986
1, 100,  44.790039, 140.935059
1, 100,  13.500977, 142.434082
1, 100,  36.170898, 125.235840
1, 100,  14.259033, 143.031006
1, 100,  30.718018, 142.925049
1, 100,  14.007080, 130.857910
1, 100,  11.747070, 131.632080
1, 100,  13.541992, 131.957031
1, 100,  13.499023, 146.146973
1, 100,  13.499023, 147.185059
1, 100,  13.518066, 147.949951
1, 100,  13.446045, 147.974121
1, 100,  12.729004, 130.786865
1, 100,  13.385986, 135.562012
1, 100,  13.371826, 135.963867
1, 100,  13.261963, 149.656982
1, 100,  13.275146, 155.106934
1, 100,  12.401123, 143.769043
1, 100,  13.375000, 144.260010
1, 100,  11.741943, 144.900879
1, 100,  13.297852, 153.122803
1, 100,  13.501953, 167.764893
1, 100,  13.260010, 167.672119
1, 100,  13.401855, 156.895020
1, 100,  11.799805, 143.518799
1, 100,  13.375977, 160.566895
2, 100,  28.341064, 57.295166
2, 100,  30.077148, 58.682129
2, 100,  30.693848, 59.238037
2, 100,  29.826172, 59.214111
2, 100,  30.400879, 59.343018
2, 100,  29.564941, 59.359863
2, 100,  30.523193, 59.593994
2, 100,  29.671875, 59.682861
2, 100,  30.056885, 59.621826
2, 100,  30.604004, 59.802002
2, 100,  29.748047, 59.921143
2, 100,  30.756104, 59.968018
2, 100,  30.680176, 60.055176
2, 100,  30.680908, 60.032959
2, 100,  30.677002, 60.140137
2, 100,  30.324219, 60.312988
2, 100,  30.262939, 60.347168
2, 100,  30.727051, 60.354980
2, 100,  29.738037, 60.390137
2, 100,  30.818115, 60.660156
2, 100,  30.310059, 60.863037
2, 100,  30.763184, 61.504150
2, 100,  34.093994, 61.610840
2, 100,  30.746094, 61.490967
2, 100,  31.107178, 61.833984
2, 100,  31.389893, 62.055908
2, 100,  30.958008, 62.359131
2, 100,  31.746826, 62.480957
2, 100,  31.417969, 62.616943
2, 100,  31.739014, 62.856201
2, 100,  31.645996, 62.989014
2, 100,  31.065918, 63.040039
2, 100,  31.977051, 63.070068
2, 100,  32.364014, 63.310059
2, 100,  31.072998, 63.214111
2, 100,  32.084961, 63.441895
2, 100,  31.184082, 63.536133
2, 100,  32.295166, 63.729004
2, 100,  32.273926, 63.772949
2, 100,  32.044189, 63.830078
2, 100,  32.607178, 63.864014
2, 100,  32.384033, 64.030029
2, 100,  32.126953, 64.040039
2, 100,  31.833008, 64.142090
2, 100,  32.943848, 64.408936
2, 100,  32.273926, 64.493896
2, 100,  32.109863, 64.293945
2, 100,  31.775146, 64.543213
2, 100,  32.669922, 64.419922
2, 100,  32.409912, 64.406982
2, 100,  32.149902, 64.494873
2, 100,  32.683838, 64.473877
2, 100,  32.756836, 64.484863
2, 100,  31.969971, 64.509033
2, 100,  31.862061, 64.490967
2, 100,  32.228027, 64.529053
2, 100,  32.734131, 64.598145
2, 100,  31.906006, 64.652832
2, 100,  32.637939, 64.625977
2, 100,  32.517822, 64.721924
2, 100,  32.446045, 64.720947
2, 100,  32.778076, 64.777100
2, 100,  32.353027, 64.791016
2, 100,  31.273926, 64.827881
2, 100,  32.531982, 64.830078
2, 100,  32.501953, 64.864990
2, 100,  32.604004, 64.854004
2, 100,  32.636230, 64.831055
2, 100,  32.048828, 64.896973
2, 100,  32.208008, 64.924072
2, 100,  32.506104, 64.975098
2, 100,  32.592041, 65.072998
2, 100,  32.127930, 64.999023
2, 100,  32.807861, 65.195801
2, 100,  32.556885, 65.081055
2, 100,  32.497070, 65.145020
2, 100,  32.326904, 65.188965
2, 100,  32.755859, 65.152832
2, 100,  32.761963, 65.163818
2, 100,  32.591064, 65.332031
2, 100,  32.721924, 65.167969
2, 100,  32.645020, 65.216797
2, 100,  32.420166, 65.377197
2, 100,  32.583008, 65.251221
2, 100,  32.177979, 65.275879
2, 100,  32.696045, 65.222168
2, 100,  32.281982, 65.306885
2, 100,  32.786133, 65.331055
2, 100,  32.701904, 65.307861
2, 100,  32.485840, 65.333008
2, 100,  32.645020, 65.360840
2, 100,  32.677002, 65.439209
2, 100,  32.454102, 65.549072
2, 100,  32.785889, 65.450928
2, 100,  32.250977, 65.433838
2, 100,  32.848145, 65.504150
2, 100,  32.145020, 65.687988
2, 100,  32.715088, 65.786133
2, 100,  32.435791, 65.859863
2, 100,  32.718018, 64.710205
2, 100,  32.625000, 65.997070
2, 100,  32.595947, 66.016846
2, 100,  32.149902, 65.893799
2, 100,  32.796143, 65.999023
2, 100,  32.765137, 65.875977
2, 100,  32.714111, 65.935059
2, 100,  32.864990, 66.083984
2, 100,  32.386963, 65.989990
2, 100,  32.107910, 66.062012
2, 100,  32.744873, 66.128906
2, 100,  32.718994, 66.081055
2, 100,  32.587158, 66.333008
2, 100,  33.067871, 66.176025
2, 100,  32.775879, 66.208984
